Hotel Name,Price (SAR),Rating,Reviews,Address,City,Check-in,Check-out,Search Area,Season_Type,Religious_Context,Latitude,Longitude,Stay_Duration,Price_Category
فندق جراند بلازا بدر المقام,705.0,3.3,481.0,"Lat: 24.4719674, Lng: 39.612535",Makkah,2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,Ramadan Season,High spiritual tourism season during Ramadan,24.4719674,39.612535,5,Mid-Range
فندق واجهة طيبة,969.0,4.6,15380.0,"Lat: 24.4713061, Lng: 39.6096906",Makkah,2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,Ramadan Season,High spiritual tourism season during Ramadan,24.4713061,39.6096906,5,Premium
فندق رحاب النور,371.0,3.8,691.0,"Lat: 24.4652867, Lng: 39.609366699999995",Makkah,2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,Ramadan Season,High spiritual tourism season during Ramadan,24.4652867,39.6093667,5,Mid-Range
فندق أنوار المدينة موڤنبيك,1165.0,4.5,48285.0,"Lat: 24.4712972, Lng: 39.6077118",Makkah,2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,Ramadan Season,High spiritual tourism season during Ramadan,24.4712972,39.6077118,5,Premium
فندق ميلينيوم طيبة المدينة,990.0,4.6,5259.0,"Lat: 24.4653268, Lng: 39.6067256",Makkah,2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,Ramadan Season,High spiritual tourism season during Ramadan,24.4653268,39.6067256,5,Premium
ديار أجوا، مجموعة تابيستري من هيلتون,1092.0,4.9,109.0,"Lat: 24.471921899999998, Lng: 39.6084704",Makkah,2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,Ramadan Season,High spiritual tourism season during Ramadan,24.4719219,39.6084704,5,Premium
كراون بلازا المدينة,929.0,4.5,11211.0,"Lat: 24.4639296, Lng: 39.6101601",Makkah,2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,Ramadan Season,High spiritual tourism season during Ramadan,24.4639296,39.6101601,5,Premium
فندق المدينة الجديدة,1015.0,4.3,2320.0,"Lat: 24.4640654, Lng: 39.611703299999995",Makkah,2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,Ramadan Season,High spiritual tourism season during Ramadan,24.4640654,39.6117033,5,Premium
"Spacious building with 56 bedrooms and AC, WiFi in fabulous Madinah",840.0,4.1,0.0,"Lat: 24.471050262451172, Lng: 39.61381149291992",Makkah,2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,Ramadan Season,High spiritual tourism season during Ramadan,24.47105026245117,39.61381149291992,5,Premium
فندق سجى المدينة,506.0,4.5,22100.0,"Lat: 24.4737293, Lng: 39.607696",Madinah,2026-03-20,2026-03-25,Hotels in Central Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4737293,39.607696,5,Mid-Range
Hafawa Suites - أجنحة حفاوة,419.0,4.3,3327.0,"Lat: 24.4865125, Lng: 39.6478537",Madinah,2026-03-20,2026-03-25,Hotels in Central Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4865125,39.6478537,5,Mid-Range
شقق ماريوت التنفيذية المدينة المنورة,944.0,4.3,944.0,"Lat: 24.486303, Lng: 39.649854",Madinah,2026-03-20,2026-03-25,Hotels in Central Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.486303,39.649854,5,Premium
Sedra Global Hotel فندق سدرة العالمي,393.0,4.3,410.0,"Lat: 24.454278000000002, Lng: 39.590976",Madinah,2026-03-20,2026-03-25,Hotels in Central Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.454278,39.590976,5,Mid-Range
Orchid Hotel Madinah,543.0,4.0,108.0,"Lat: 24.4661509, Lng: 39.599435199999995",Madinah,2026-03-20,2026-03-25,Hotels in Central Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4661509,39.5994352,5,Mid-Range
Dosh Serviced Apartment,322.0,4.1,0.0,"Lat: 24.47816276550293, Lng: 39.65204620361328",Madinah,2026-03-20,2026-03-25,Hotels in Central Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.47816276550293,39.65204620361328,5,Mid-Range
فندق المنى كريم,707.0,4.3,3456.0,"Lat: 24.4728125, Lng: 39.6133125",Madinah,2026-03-20,2026-03-25,Hotels in Al Haram Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4728125,39.6133125,5,Mid-Range
فندق دار الإيمان الحرم,371.0,4.3,6775.0,"Lat: 24.4722187, Lng: 39.613321",Madinah,2026-03-20,2026-03-25,Hotels in Al Haram Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4722187,39.613321,5,Mid-Range
فندق آفاق الفضي,275.0,3.8,109.0,"Lat: 24.462244, Lng: 39.619344",Madinah,2026-03-20,2026-03-25,Hotels in Al Haram Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.462244,39.619344,5,Budget
Karam Taibah Almasi,493.0,3.8,648.0,"Lat: 24.469548699999997, Lng: 39.604512899999996",Madinah,2026-03-20,2026-03-25,Hotels in Al Haram Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4695487,39.6045129,5,Mid-Range
فندق قصر الأندلس الذهبي,524.0,2.3,1245.0,"Lat: 24.4731493, Lng: 39.6076053",Madinah,2026-03-20,2026-03-25,Hotels in Al Haram Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4731493,39.6076053,5,Mid-Range
اعمار ايليت,1039.0,3.9,1776.0,"Lat: 24.4711553, Lng: 39.6066329",Madinah,2026-03-20,2026-03-25,Hotels in Al Haram Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4711553,39.6066329,5,Premium
Al Awali Economic Apartments,606.0,3.5,18.0,"Lat: 24.462663650512695, Lng: 39.61916732788086",Madinah,2026-03-20,2026-03-25,Hotels in Al Haram Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.46266365051269,39.61916732788086,5,Mid-Range
Etlala Quba- إطلالة قباء,424.0,4.1,62.0,"Lat: 24.441370799999998, Lng: 39.6128946",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4413708,39.6128946,5,Mid-Range
فندق آفاق الإيمان,299.0,2.7,62.0,"Lat: 24.4568184, Lng: 39.616189",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4568184,39.616189,5,Budget
فندق الأندلس الماسي Alandalus diamond hotel,262.0,3.6,951.0,"Lat: 24.456194099999998, Lng: 39.6191694",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4561941,39.6191694,5,Budget
"Afaq Sila Hotel , فندق آفاق سيليه",250.0,3.6,29.0,"Lat: 24.4565618, Lng: 39.615476799999996",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4565618,39.6154768,5,Budget
2-Bed Apartment with Shared Kitchen,358.0,4.1,0.0,"Lat: 24.45585060119629, Lng: 39.59376907348633",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.45585060119629,39.59376907348633,5,Mid-Range
فندق النخبة الماسي,470.0,3.5,44.0,"Lat: 24.442355799999998, Lng: 39.6744789",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4423558,39.6744789,5,Mid-Range
Afaq Al Masi Hotel,187.0,3.0,166.0,"Lat: 24.449334, Lng: 39.6223439",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.449334,39.6223439,5,Budget
Rewaq Resident | رواق ريزدنت,778.0,4.9,62.0,"Lat: 24.4358546, Lng: 39.6748747",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4358546,39.6748747,5,Mid-Range
Marina Palace Furnished units,299.0,4.0,78.0,"Lat: 24.4474005, Lng: 39.6182605",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4474005,39.6182605,5,Budget
MADINAH DELUXE,400.0,3.6,70.0,"Lat: 24.459915, Lng: 39.604780999999996",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.459915,39.604781,5,Mid-Range
ARAM,396.0,3.8,311.0,"Lat: 24.460480399999998, Lng: 39.6164996",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4604804,39.6164996,5,Mid-Range
حياة روز للشقق المخدومة,432.0,4.6,57.0,"Lat: 24.421652899999998, Lng: 39.599155599999996",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4216529,39.5991556,5,Mid-Range
فندق راسيا,626.0,4.7,484.0,"Lat: 24.4549885, Lng: 39.6192949",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4549885,39.6192949,5,Mid-Range
فندق ريست ان,350.0,4.1,267.0,"Lat: 24.4520914, Lng: 39.591815",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4520914,39.591815,5,Mid-Range
فندق تاج الايمان Taj Aleiman Hotel,542.0,4.4,358.0,"Lat: 24.448663999999997, Lng: 39.602879",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.448664,39.602879,5,Mid-Range
غرفه ديلوكس ٤٥م بقلب المدينه بالقرب من المسجد المبوي,288.0,4.6,14.0,"Lat: 24.453306198120117, Lng: 39.59299087524414",Madinah,2026-03-20,2026-03-25,Hotels in Quba Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.45330619812012,39.59299087524414,5,Budget
فندق دار الإيمان إنتركونتيننتال,1993.0,4.8,23740.0,"Lat: 24.4714144, Lng: 39.60872",Madinah,2026-03-20,2026-03-25,Hotels in Al Azhari Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4714144,39.60872,5,Luxury
فندق دلة طيبة,826.0,4.4,7863.0,"Lat: 24.472277800000004, Lng: 39.6122144",Madinah,2026-03-20,2026-03-25,Hotels in Al Azhari Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.472277800000004,39.6122144,5,Premium
فندق أبراج المرزم,233.0,4.0,221.0,"Lat: 24.4859738, Lng: 39.6334588",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4859738,39.6334588,5,Budget
فندق السد الخليجى,265.0,4.3,62.0,"Lat: 24.4823399, Lng: 39.6480264",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4823399,39.6480264,5,Budget
فندق أناف,451.0,4.2,243.0,"Lat: 24.4851903, Lng: 39.6404657",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4851903,39.6404657,5,Mid-Range
فندق سيزون ستار,582.0,4.3,1280.0,"Lat: 24.470289899999997, Lng: 39.635483199999996",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4702899,39.6354832,5,Mid-Range
فندق الياسمين الذهبى,588.0,4.2,272.0,"Lat: 24.470705799999998, Lng: 39.642002100000006",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4707058,39.642002100000006,5,Mid-Range
Jawar Al Taiba Suites,371.0,4.3,18.0,"Lat: 24.4904922, Lng: 39.6316468",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4904922,39.6316468,5,Mid-Range
شقق هذا منزلي الفندقيه Myhome فرع الربوة,431.0,4.3,247.0,"Lat: 24.4808571, Lng: 39.6513473",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4808571,39.6513473,5,Mid-Range
فندق دان البلاتيني,600.0,4.0,104.0,"Lat: 24.485355499999997, Lng: 39.647143199999995",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4853555,39.6471432,5,Mid-Range
فندق جي اتش,371.0,4.1,290.0,"Lat: 24.4835562, Lng: 39.6322003",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4835562,39.6322003,5,Mid-Range
شركة سينا للشقق المخدومة --Sena Serviced Apartments,758.0,4.6,169.0,"Lat: 24.4818507, Lng: 39.652165499999995",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4818507,39.6521655,5,Mid-Range
فندق فاتوران ٢,371.0,4.4,327.0,"Lat: 24.4835353, Lng: 39.644233899999996",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4835353,39.6442339,5,Mid-Range
فندق كلاودز,371.0,4.7,444.0,"Lat: 24.4782597, Lng: 39.6488156",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4782597,39.6488156,5,Mid-Range
فندق روز المدينة,371.0,4.1,501.0,"Lat: 24.480772899999998, Lng: 39.6451843",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4807729,39.6451843,5,Mid-Range
فندق ديلايتس إن,371.0,4.2,755.0,"Lat: 24.4811183, Lng: 39.643636099999995",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4811183,39.6436361,5,Mid-Range
Taibah Apartment,446.0,4.6,32.0,"Lat: 24.481027603149414, Lng: 39.64333724975586",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.48102760314941,39.64333724975586,5,Mid-Range
فندق باين إن,371.0,3.9,218.0,"Lat: 24.4787709, Lng: 39.6520836",Madinah,2026-03-20,2026-03-25,Hotels in Al Aridh Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4787709,39.6520836,5,Mid-Range
فندق فيو المدينه,371.0,4.8,1630.0,"Lat: 24.4643496, Lng: 39.6129471",Madinah,2026-03-20,2026-03-25,Hotels in Bani Khidrah Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4643496,39.6129471,5,Mid-Range
دار الإيمان جراند,371.0,3.6,340.0,"Lat: 24.464496399999998, Lng: 39.6095016",Madinah,2026-03-20,2026-03-25,Hotels in Bani Khidrah Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4644964,39.6095016,5,Mid-Range
فندق ون إن,371.0,3.8,982.0,"Lat: 24.465322, Lng: 39.609325999999996",Madinah,2026-03-20,2026-03-25,Hotels in Bani Khidrah Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.465322,39.609326,5,Mid-Range
فندق فالي المدينة,371.0,4.6,1308.0,"Lat: 24.4639436, Lng: 39.6137112",Madinah,2026-03-20,2026-03-25,Hotels in Bani Khidrah Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4639436,39.6137112,5,Mid-Range
فندق نسك الإيمان,371.0,3.9,243.0,"Lat: 24.4654176, Lng: 39.609299299999996",Madinah,2026-03-20,2026-03-25,Hotels in Bani Khidrah Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4654176,39.6092993,5,Mid-Range
فندق فندا المدينة,371.0,4.5,618.0,"Lat: 24.4644005, Lng: 39.6134712",Madinah,2026-03-20,2026-03-25,Hotels in Bani Khidrah Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4644005,39.6134712,5,Mid-Range
Mehrab taiba,371.0,3.8,73.0,"Lat: 24.4640803, Lng: 39.6080907",Madinah,2026-03-20,2026-03-25,Hotels in Bani Khidrah Madinah,Ramadan Season,High spiritual tourism season during Ramadan,24.4640803,39.6080907,5,Mid-Range
فندق نوفوتيل ذاخر مكة,264.0,4.2,8265.0,"Lat: 21.445215500000003, Lng: 39.8343673",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.445215500000003,39.8343673,5,Budget
فندق بولمان زمزم مكة,371.0,4.6,60709.0,"Lat: 21.4196355, Lng: 39.8237376",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4196355,39.8237376,5,Mid-Range
فندق وأبراج مكة,371.0,4.8,61518.0,"Lat: 21.4194507, Lng: 39.8236145",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4194507,39.8236145,5,Mid-Range
فندق دار التوحيد إنتركونتيننتال,371.0,4.8,35047.0,"Lat: 21.4210048, Lng: 39.822747299999996",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4210048,39.8227473,5,Mid-Range
دبل ترى باي هيلتون جبل عمر مكة,371.0,4.5,8649.0,"Lat: 21.4231692, Lng: 39.8178141",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4231692,39.8178141,5,Mid-Range
فندق العنوان جبل عمر مكة,371.0,4.6,16108.0,"Lat: 21.4215625, Lng: 39.8188125",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4215625,39.8188125,5,Mid-Range
سويس أوتيل المقام - البرج,371.0,4.8,56941.0,"Lat: 21.418343999999998, Lng: 39.824104",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.418344,39.824104,5,Mid-Range
فندق فيرمونت الذهبي,371.0,4.7,116749.0,"Lat: 21.4187378, Lng: 39.8255736",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4187378,39.8255736,5,Mid-Range
ماريوت جبل عمر,371.0,4.3,9564.0,"Lat: 21.4232245, Lng: 39.819054099999995",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4232245,39.8190541,5,Mid-Range
شيراتون مكة جبل الكعبة,371.0,4.2,7906.0,"Lat: 21.425969, Lng: 39.819486",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.425969,39.819486,5,Mid-Range
فندق قيروان المشاعر,128.0,3.3,42.0,"Lat: 21.4251151, Lng: 39.791671099999995",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4251151,39.7916711,5,Budget
جبل عمر حياة ريجنسي,371.0,4.4,18515.0,"Lat: 21.4208406, Lng: 39.8221037",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4208406,39.8221037,5,Mid-Range
Swissôtel Makkah,371.0,4.6,28521.0,"Lat: 21.4188257, Lng: 39.82688720000001",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4188257,39.82688720000001,5,Mid-Range
فندق الماسة جراند,371.0,4.7,8981.0,"Lat: 21.4144556, Lng: 39.8274933",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4144556,39.8274933,5,Mid-Range
نور الصلاح,371.0,3.1,350.0,"Lat: 21.4261777, Lng: 39.8193602",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4261777,39.8193602,5,Mid-Range
فندق ومركز مؤتمرات هيلتون جبل عمر مكة,371.0,4.6,18439.0,"Lat: 21.422803599999998, Lng: 39.82008580000001",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4228036,39.82008580000001,5,Mid-Range
فندق الصفوة البرج الأول,371.0,4.2,1687.0,"Lat: 21.4197688, Lng: 39.8262681",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4197688,39.8262681,5,Mid-Range
Mövenpick Hotel & Residence Hajar Tower Makkah,371.0,4.8,51721.0,"Lat: 21.4190565, Lng: 39.8263266",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.4190565,39.8263266,5,Mid-Range
سرايا سين للشقق المخدومة - Two-Bedroom Studio Apartment,145.0,4.1,0.0,"Lat: 21.465499877929688, Lng: 39.802490234375",Makkah,2026-05-20,2026-05-25,Hotels in Makkah,Pre-Hajj,Pre-Hajj booking increase period,21.465499877929688,39.802490234375,5,Budget
